ques,skill
572,64
791,166
26689,64
9728,162
3305,8
15304,235
9852,105
21907,78
2057,71
24052,154
6661,68
8093,71
20137,27
9291,104
3712,102
12195,18
16550,148
1255,48
11095,90
19553,189
11897,278
10733,245
22760,271
3361,249
14449,71
16962,255
21882,255
3393,264
14097,152
24530,95
2099,11
19704,29
11995,143
12759,98
2587,159
7816,48
5396,240
15872,154
3977,258
5979,25
4418,298
18189,294
5884,154
6692,64
6096,106
25230,178
4597,233
19969,73
811,302
25020,250
22137,40
9863,174
9351,90
3786,199
7597,101
6889,144
19968,62
17827,57
3407,226
4540,189
4344,294
19693,102
10414,155
16307,259
2429,152
13154,281
18886,54
22283,59
23460,160
10494,84
10750,162
18544,168
14066,189
16592,58
6864,143
21950,210
18832,13
11381,13
17869,97
4833,177
8813,166
15798,71
18990,149
865,71
21903,105
3234,56
14284,298
1492,164
18501,72
10677,239
13615,56
22509,227
17764,111
12718,242
26640,278
21953,105
11066,241
931,61
11527,28
864,8
4723,124
12020,57
15522,127
12846,89
9616,180
20483,71
12227,270
20711,21
21797,106
23691,95
17075,17
26577,85
5780,284
24850,102
16865,29
25889,164
2320,54
21611,110
20093,259
25513,216
7855,122
86,56
15473,224
9265,95
5257,36
18568,153
17206,272
18255,287
2145,274
22579,56
10485,95
16341,177
16908,170
16560,56
25080,224
15135,284
18853,73
21406,64
11409,106
22901,94
2965,95
22924,171
13805,105
24547,7
10726,69
7140,234
11030,13
17453,164
7363,178
15500,36
7296,105
11301,287
8570,87
14004,95
20929,18
25587,79
15024,211
24531,198
743,70
17066,84
11166,25
20265,166
618,252
11802,89
18847,193
24191,97
9087,93
823,95
9760,25
24979,71
765,236
3104,286
20368,56
11393,149
3484,41
23994,41
15517,13
16633,84
22903,205
5453,56
8241,160
19557,280
10942,124
21317,58
9963,78
15071,89
3953,250
21729,27
24430,193
22033,195
10339,231
12269,159
5433,278
9284,161
7380,237
24878,64
7905,11
16065,226
23836,62
18306,95
19499,95
11382,250
8969,241
2652,90
17918,178
142,278
19298,231
20257,216
15324,94
17159,236
1774,178
15591,56
19754,178
16292,237
2414,236
13155,104
5578,64
19251,84
14109,166
19170,28
8603,234
13866,60
15034,57
19554,105
21660,267
26628,145
1583,95
18514,250
513,299
9918,56
18367,28
19302,242
12945,294
10710,145
1762,161
20506,258
23131,295
4002,236
21836,298
4443,252
18110,193
3432,215
7024,73
15426,267
25320,106
4281,122
12436,172
241,286
14572,198
10685,160
19429,56
19452,143
356,57
8735,152
10167,271
18626,166
5439,110
1561,211
19700,276
13673,105
14444,159
6830,183
12351,102
8819,73
16846,57
19185,255
753,118
2511,270
2686,152
24155,247
19369,257
10998,172
4425,253
24406,36
18739,57
24991,84
11311,78
15491,68
1042,236
26466,21
13691,89
8561,149
1551,29
16212,105
15864,215
20717,168
2968,20
13425,102
11623,95
24890,234
12396,247
9913,105
14146,177
3723,234
21172,2
19654,161
6006,270
14474,180
10824,57
15029,215
22710,19
4049,154
14819,199
2783,190
25199,112
11812,234
26271,198
6474,11
2575,162
23094,36
1870,278
24251,90
7522,95
20283,236
23467,35
1860,255
14434,71
20121,106
2984,98
11174,8
2624,153
24492,198
6806,110
10936,237
20305,278
4764,154
22873,28
17396,141
13855,36
5513,149
8317,191
754,218
4717,231
15387,164
3455,98
12074,87
5789,57
22962,237
22768,36
23033,64
14646,284
1366,159
24381,286
8180,98
10825,215
13738,79
25964,287
21610,282
15196,89
19398,146
7681,236
15078,29
5858,64
9149,129
19379,195
19351,121
17731,67
20878,254
24280,124
22501,172
9176,144
15870,235
12908,190
1202,127
13699,231
6257,250
3790,98
26333,90
18723,69
24885,58
9689,199
25454,224
8126,178
14455,159
2530,84
19088,283
21392,134
19272,87
19733,182
5942,78
9779,89
23050,61
1561,105
25007,79
8914,98
16913,191
2212,237
10386,71
24718,129
19153,118
3577,193
21425,44
21759,57
26364,90
17639,278
13038,258
6246,71
25732,166
6576,95
114,270
9858,237
23585,236
5319,178
2547,101
1826,259
24154,74
17847,24
14372,201
6024,97
23418,105
112,96
11128,301
5214,190
3491,58
19777,150
600,36
6974,278
13853,43
17979,39
127,57
18838,65
3453,101
15641,73
12965,67
18644,144
18757,159
21257,98
20512,39
20821,35
24262,152
11262,197
12328,39
14193,178
15232,1
18176,79
22553,242
18947,129
3689,105
8742,286
1714,134
24,301
7267,284
14084,182
15441,182
23583,245
7617,110
23587,95
12693,68
7471,236
17773,236
21270,135
1207,154
4695,231
23021,129
20118,215
4370,236
9108,218
13313,35
5231,247
14286,254
14349,71
21478,215
8752,19
11340,118
3060,227
20608,76
1670,237
2875,30
15743,153
14908,56
21970,153
3430,255
22635,220
25613,252
8808,40
21656,184
24207,73
25394,178
4482,56
4553,245
14381,250
16892,104
919,90
762,173
4573,283
386,255
757,118
5204,106
24735,301
25270,178
9975,282
25703,168
2768,132
1782,27
24852,254
24875,55
1021,259
14455,289
4700,255
20749,12
4993,153
6977,58
14526,84
5424,227
11598,25
11672,155
18390,199
15056,79
16573,56
24208,110
5548,60
19221,216
9846,190
3043,121
18228,149
19956,106
11583,173
5116,77
18775,36
3849,64
1874,89
6130,302
13160,294
23791,78
25771,242
8125,101
19837,27
25372,95
26151,79
3071,18
23643,79
16799,110
25438,91
2406,70
25689,63
18987,64
17358,149
14992,208
25988,294
13554,14
23641,237
24588,18
25008,278
15690,154
20196,105
4194,274
21405,95
13583,64
16616,199
20357,64
1155,295
16353,20
16807,245
7012,101
18183,25
21277,182
19692,222
248,182
21897,25
3594,274
19506,120
3010,84
4638,153
8745,211
19796,273
25880,11
22183,162
25815,69
25762,51
8116,56
24483,64
13381,199
9314,43
6181,143
12288,298
3608,215
18873,215
15113,278
22974,118
16185,90
13133,224
25871,26
5888,90
19457,113
10133,287
859,286
16571,35
2481,40
24478,129
19182,95
19793,74
10742,297
23998,106
11685,245
17799,291
26254,106
4703,164
19167,175
21335,64
11504,14
25541,104
1959,137
18326,195
4783,237
16283,143
24079,74
20594,71
22457,258
7320,150
10740,79
17304,75
4720,274
2462,236
7458,60
14599,143
19449,153
17822,28
16178,189
14859,27
8432,50
24861,286
20703,110
17007,255
23095,180
25460,284
6163,236
17498,234
23194,231
9030,62
17963,189
7338,90
25572,84
22861,64
21218,71
19225,36
9315,237
10340,79
9799,71
25631,282
12545,104
10411,236
17715,178
1025,153
18171,13
13941,4
19415,79
17809,90
22954,87
3232,118
1280,120
17967,198
5690,254
20969,127
26226,84
24688,106
366,286
10674,90
22627,40
2103,245
20917,153
7237,95
12952,264
14671,56
16755,56
1015,149
21163,302
26139,258
6254,284
24514,83
6570,295
11191,278
7070,104
17524,43
24200,254
22948,35
3606,17
18871,277
11162,298
9572,149
18415,155
4050,137
13525,235
5759,180
18932,59
21010,234
18535,110
23891,105
5754,276
4908,154
9068,90
15262,226
25806,39
25236,48
16880,80
20298,36
2612,120
5562,90
13775,149
23041,102
2388,143
7361,96
9613,106
16473,272
20692,245
7432,149
21160,95
11246,250
13617,57
5058,239
21005,105
9997,85
20061,101
23049,269
15061,96
13418,39
26576,105
20478,150
14890,152
19258,269
10010,19
7299,101
20383,161
2222,95
11943,79
13493,297
5999,253
62,211
2634,182
13223,8
10566,48
24525,162
4507,219
25239,234
17231,180
25488,150
2278,240
11591,215
6007,36
5755,36
25413,85
12254,79
6173,95
21201,270
4654,29
1023,1
12281,92
4202,36
17627,44
19839,245
19018,41
8532,45
2803,284
6522,180
21096,258
13424,30
4791,162
9486,27
24498,39
489,113
4558,259
680,294
24921,261
22558,233
4841,54
14939,236
15730,177
3512,98
9176,278
22305,299
20947,95
1011,50
7998,1
8417,182
16700,190
14197,64
3276,90
6778,54
14454,282
11653,301
7926,295
4632,149
6261,13
25657,28
7052,226
20071,35
8928,149
3379,144
5662,150
20142,250
24502,18
15474,287
8586,30
626,24
7228,105
26562,11
9925,120
7122,124
12620,240
19408,13
5347,150
24774,64
26524,98
20766,95
19158,40
22584,301
25228,285
11329,95
23257,74
14191,56
20897,13
14457,301
19593,48
24577,294
16027,8
17784,97
12211,71
4199,6
7246,57
10236,182
24786,39
19834,166
17543,104
14217,110
25274,227
5088,105
15594,96
8775,118
7676,76
12533,56
4306,234
889,178
13012,74
25402,254
4704,40
1098,105
6333,240
5624,105
20217,298
6085,36
23274,101
25971,92
8016,95
2208,71
4998,6
18181,203
15052,56
135,272
9063,127
12346,81
10761,153
347,150
23279,91
24770,296
5608,234
6146,89
4300,182
22124,40
22637,120
3289,159
14979,269
19091,302
21526,95
12985,201
23743,95
18740,55
25755,274
24768,70
14280,219
6757,261
13800,96
25399,296
12534,272
23405,294
5185,93
14166,298
19266,284
26475,286
4320,274
21932,166
14879,177
5551,235
25181,1
24197,250
1788,301
1525,278
12998,284
1739,64
19108,269
8532,135
23066,56
21732,105
9011,211
9177,255
11276,57
17063,56
19317,2
21727,278
9490,95
25472,93
14577,201
8544,298
4102,36
10834,259
17834,11
23350,13
8578,191
13975,11
24894,8
11226,105
15470,143
17061,154
17554,13
13951,105
17436,105
21669,45
25829,237
14001,199
12366,274
5732,278
5490,105
5543,241
17686,195
24707,35
20117,97
26272,196
9446,236
19685,240
20908,301
2021,273
23685,71
24296,106
14874,226
20642,240
20718,95
1460,182
12292,72
10682,259
5356,198
19015,95
6851,90
3561,160
6733,98
11661,162
12561,234
9045,129
16917,292
19028,137
22800,250
18714,64
12864,235
17707,56
23142,146
5478,189
2911,297
6360,219
25131,284
4311,180
1279,226
4537,239
23621,64
14621,154
19966,30
21032,252
22081,231
12204,54
7186,10
4522,159
25586,236
12086,54
12564,64
13228,95
7536,90
18727,159
19338,64
20724,54
12925,84
12032,237
9319,39
17293,253
12431,182
14632,56
16760,50
3479,54
25254,192
11676,35
21961,253
9136,180
17202,264
14864,274
16893,91
9041,105
17695,260
17183,48
3003,71
25917,98
25850,71
6922,226
21715,296
7777,54
16041,14
18245,71
3364,219
14775,226
3514,296
15847,62
18164,169
17281,202
25157,95
9500,264
22387,56
1169,153
19679,121
23986,95
12349,175
26182,114
8112,234
13096,236
17916,144
25693,95
7738,28
18710,41
1592,278
23104,291
8703,7
921,146
23943,301
6009,236
8682,270
12206,239
9244,90
44,182
15484,274
15599,67
25832,298
19711,236
9414,153
3593,286
5609,56
20943,101
755,56
16006,35
4310,242
3343,199
23980,235
446,211
7200,190
18566,7
8783,24
4789,64
13717,1
9765,236
23320,294
20468,126
143,198
23248,56
25154,238
15041,255
4447,93
8833,54
15525,261
25585,298
12071,57
22393,13
7717,58
5922,258
20585,102
7191,199
23604,195
3548,302
3481,227
25604,193
240,17
15424,245
22368,42
3487,98
5413,64
2945,95
20647,190
17613,274
7223,282
13549,41
349,36
16017,275
3889,106
3220,252
16759,79
21054,94
22630,172
23241,25
8142,278
2498,92
5459,58
15566,122
442,75
14669,276
4012,150
22945,278
2750,48
10629,54
21389,30
2284,226
22538,30
10377,54
101,57
2040,64
11677,154
7542,25
24190,64
19784,40
2762,215
24742,274
6824,205
3702,282
16056,90
23714,193
24378,168
20662,95
22593,98
6966,278
24165,113
17291,189
26359,236
7265,96
22892,105
15487,201
16368,73
8433,129
16354,20
18843,71
17767,254
19788,43
8993,39
25005,8
6628,95
1727,191
19730,236
3492,296
7619,215
17591,189
22655,56
11428,152
1014,235
25578,124
24287,102
14964,95
20518,213
4815,92
838,84
8712,70
9980,71
16575,284
2162,98
14366,78
19564,6
20099,277
15717,153
17997,242
25505,297
25668,234
15834,278
6484,161
3519,154
4737,169
4352,201
8228,93
13789,19
3569,30
7813,90
19652,278
16515,61
17497,195
4367,48
25058,302
4632,95
25302,245
14691,143
3683,296
6588,276
24792,237
5443,6
26023,188
21132,74
6093,64
21565,252
1000,24
19381,250
1998,68
23277,250
2880,18
4114,19
19514,36
25282,259
15925,235
23710,254
160,190
17502,25
773,36
24293,95
7133,210
20046,62
4261,81
13295,259
9122,84
7868,98
16918,41
4332,106
22697,56
12967,29
14490,121
17386,105
23130,270
24868,70
9227,104
12572,90
13070,201
7468,182
17477,8
6225,104
10098,278
15909,106
25893,165
5896,62
22145,30
11627,71
22350,81
17642,235
24244,152
26570,106
5568,78
24829,74
18842,11
14870,296
20950,285
8151,166
1431,69
12851,105
6253,77
16986,105
19904,48
3253,172
7691,274
3096,105
15005,273
14155,255
14735,96
15113,144
13919,255
17854,24
25002,104
5805,236
25910,182
10552,134
6191,62
14900,287
6040,259
4495,210
91,54
5410,7
3675,218
24455,224
25547,154
6469,90
10306,175
9484,106
12005,62
18688,182
6577,41
6175,153
26468,56
20747,89
3065,54
3051,7
11400,215
22342,75
23547,56
23519,54
19770,273
16038,49
10371,36
23500,289
10894,144
18649,50
12354,64
17912,13
3236,56
6918,236
21130,95
13354,272
9236,29
13416,105
10683,69
17055,299
7387,155
22783,143
5013,287
18002,95
21495,102
9885,154
5416,14
19474,64
4634,87
1051,13
15006,39
22372,18
21000,74
24738,224
20744,264
17532,71
22700,245
3352,286
5725,104
6041,89
18087,30
26261,68
6450,104
14046,210
6075,182
12289,56
357,106
5187,278
14402,255
6611,71
6003,152
4647,144
22162,148
23035,93
5048,71
24040,150
24816,27
3986,105
5642,160
24698,19
10405,190
14044,100
22944,122
10594,105
16604,64
8100,6
269,269
345,95
22560,185
24812,269
972,204
8936,190
23067,298
15130,222
24858,101
10033,239
9060,71
678,149
15325,226
13705,102
14018,190
16362,294
3316,64
25949,54
13877,105
8084,199
15105,39
15280,11
21680,267
5693,106
26,105
19071,236
16197,25
291,71
10735,19
13747,106
6418,106
9267,296
2731,105
19407,95
3072,43
12575,182
3685,161
11822,105
13453,21
21427,105
760,50
18816,231
20758,197
24874,87
10401,62
20520,90
16967,105
19221,249
20436,236
24473,95
4404,161
9560,154
2962,240
4489,101
19248,56
24440,149
6853,299
17503,105
13105,299
52,242
10209,29
18365,15
4755,92
23376,234
17479,129
13413,294
7493,236
15833,166
21645,240
13602,215
6937,98
26245,8
12677,105
15620,147
12596,95
4597,101
14087,226
9967,273
21586,106
5113,255
5138,24
9911,302
24881,57
6889,36
9535,234
12719,113
17956,71
23009,44
7050,199
5370,64
23788,250
19774,226
20584,180
20660,105
980,40
943,164
10437,150
12164,277
24725,90
17033,257
11721,98
13202,271
2048,210
24819,224
22832,144
5910,241
4349,106
1188,186
7329,40
10924,93
20508,250
2004,68
12215,57
7268,154
14891,58
16738,77
17833,294
2696,154
571,118
19667,84
25073,8
5528,252
8496,286
21309,234
26592,301
2368,234
2178,278
25334,266
16572,153
11910,36
13384,193
8321,144
10665,8
8842,274
2728,71
928,180
11895,284
13284,17
24026,163
24088,90
18032,148
11468,234
23894,106
6192,18
6020,211
17144,92
19603,199
8704,236
3909,250
14884,25
9202,105
6054,54
7563,77
19365,233
188,73
18449,56
25983,45
8230,58
14408,48
25554,87
15376,95
15081,239
1146,255
7430,25
3068,193
19880,284
13758,260
25597,68
4073,172
13421,182
6415,205
20768,149
20625,252
10131,90
2101,183
13552,58
1387,25
13794,219
14920,280
20019,41
25146,206
13955,278
10620,8
14530,35
24894,91
8227,301
17750,201
8621,93
7404,189
22181,258
23937,161
25255,215
2223,56
1756,222
5198,95
20377,178
7793,43
9238,239
3138,161
22390,11
11473,228
18085,199
21188,278
599,164
3720,57
6749,84
23780,27
7648,162
9192,237
20102,104
21576,149
5080,57
14104,146
1284,90
1551,4
15200,105
767,299
5703,78
14223,56
25935,98
7913,182
1448,240
7515,284
13790,224
6779,25
8047,234
26018,46
4852,302
25607,64
1419,159
15042,234
3209,11
18476,93
14314,299
2867,56
1519,196
12554,28
2991,219
19980,236
9531,236
12378,235
6587,159
9754,204
5723,54
22707,287
14405,271
6434,153
24131,71
25371,2
1775,58
3568,295
23912,143
9702,256
21842,29
3830,178
18830,250
24234,215
24024,231
19959,40
18376,296
2409,209
12689,89
26010,56
20916,56
6311,150
12623,278
23298,95
22583,203
25160,201
4326,236
17403,90
12428,6
15604,299
14051,104
14668,255
11703,224
16328,39
20288,159
26427,101
4415,191
17801,90
6860,226
48,95
4652,90
23169,101
13243,105
2601,294
18148,61
3892,236
16135,282
11270,126
19539,226
22884,252
3137,182
13546,36
7626,234
7688,97
9555,17
4043,182
26203,70
11587,292
22356,54
20742,266
20804,87
8148,73
13773,93
26444,74
26197,270
11353,144
19034,90
17723,144
25475,92
15862,202
7040,180
25684,149
6221,69
20391,18
10826,18
5475,168
23522,1
14367,89
467,233
5071,162
5299,71
1013,190
11927,160
25503,57
21059,164
7211,272
6969,93
17951,92
23518,271
3600,193
24186,4
15744,278
13808,105
2285,102
23037,57
7486,71
8060,56
18732,153
13832,159
8845,71
14398,95
2602,90
4618,250
13290,41
21100,35
17568,182
17697,278
24426,235
20052,98
16205,101
1281,11
9404,56
12262,302
17507,56
24708,70
22134,182
3493,236
13987,296
16204,178
24793,90
7262,106
12977,259
14961,236
21820,57
20501,147
7603,274
22214,137
17469,93
21854,264
8582,30
4115,280
9691,298
17222,215
11933,77
7109,182
17088,215
15663,77
15,227
22673,180
22982,190
12255,247
11026,274
7530,215
1294,286
434,228
12571,231
24235,250
7520,48
1683,234
22246,122
19019,29
14916,282
17812,220
19261,56
18155,268
18809,105
22696,175
17883,193
13653,64
639,89
8555,271
17974,98
12838,295
23679,101
26542,236
10506,20
12803,29
19236,95
10270,84
18576,258
25155,36
25678,144
15307,297
6208,48
23407,90
20066,294
802,50
3464,11
24591,254
11179,195
6901,69
24109,236
9194,211
13959,171
23486,56
6240,205
19001,90
20382,126
8434,62
25813,205
14124,8
7821,182
17895,105
4322,210
11296,120
995,104
11358,234
4905,177
13782,255
25111,153
6990,240
10599,154
16522,106
1868,58
9297,95
19345,80
25470,237
9421,182
14175,274
17955,64
1934,36
21012,191
15965,150
5295,171
14260,60
14750,69
9183,84
13515,79
14061,56
17357,271
24314,105
2319,71
12788,146
18582,234
1967,250
11136,143
1178,41
17992,264
22609,154
15811,39
267,146
25179,105
7125,237
200,79
172,13
20991,197
195,180
26553,275
2449,84
24955,102
10980,236
11607,65
24618,122
20321,30
5571,121
3873,236
18822,1
10292,93
24274,254
5141,280
24516,71
915,154
24997,56
16770,202
22604,95
5647,256
18451,36
750,205
6967,96
6501,222
21748,97
14309,56
10333,172
13246,106
13089,189
25158,105
2177,89
8429,110
23579,294
20698,95
10655,120
6608,58
10512,250
13065,261
2257,36
8352,110
10271,57
1270,98
10702,95
24428,102
25064,191
2855,164
14283,110
5274,121
15792,7
9139,95
13766,203
16829,235
4153,282
23212,280
25948,129
7993,84
20725,235
2697,56
26194,56
17227,105
12997,56
12319,76
23273,56
15739,210
15351,153
2748,274
7356,71
17492,143
22403,113
18156,150
23619,56
1708,64
12833,272
16009,105
2131,110
21028,240
1590,36
13393,184
6776,39
26073,255
18344,54
17168,195
26340,283
25033,106
24012,191
20224,48
10014,160
7121,62
17561,78
20708,121
17102,110
22911,62
10598,143
14432,29
18701,235
12383,166
14170,84
8519,97
18772,64
6104,87
2474,259
11277,106
15358,231
10470,36
4046,240
5882,84
25180,74
16402,302
14118,254
10074,11
1937,89
22359,216
6874,210
16867,87
25449,8
8098,235
6357,41
9794,13
15744,134
10321,54
16876,159
17542,162
10948,85
11997,78
45,191
6143,274
10800,36
10763,168
17599,164
22404,239
25960,299
18210,267
14107,6
16914,198
23735,97
8106,64
20877,235
26017,149
24355,172
16994,235
14610,71
7766,105
24080,245
23070,19
21939,254
4200,164
23704,233
23895,93
20363,182
9720,237
21507,19
1737,274
4944,178
21184,284
21297,19
7474,218
19091,191
12388,40
2325,182
17457,286
5081,153
18407,152
193,40
8279,129
2767,14
16297,19
9904,87
26490,255
10954,64
10118,110
24362,8
8875,164
15396,13
3305,286
12510,27
8978,54
11232,64
14810,285
22026,153
5811,172
11381,234
5133,104
22224,274
26089,250
12841,64
4501,182
10887,56
22055,231
25904,129
12111,41
10469,106
3404,154
5735,104
12408,104
4847,64
11503,255
25600,71
10258,295
18850,64
252,143
16077,125
6064,11
6669,237
11175,129
2678,236
2074,278
9518,77
2175,162
17127,143
22950,8
23150,27
15003,95
6702,105
14063,278
14562,276
24491,85
16406,284
23428,1
2120,132
25788,286
25276,106
14409,8
16175,106
18340,90
5498,209
10950,105
1479,90
23627,105
3140,302
8546,278
23101,130
25134,90
5935,164
19237,65
8391,98
16079,236
22410,77
26300,118
7144,95
3024,246
11670,227
5740,98
24923,27
19411,144
2366,84
18102,48
31,150
19996,79
15063,79
13676,106
12509,71
15261,104
21366,150
6229,54
5317,209
19458,237
15039,55
24101,278
6646,129
25235,298
1141,173
11696,39
8727,57
16007,84
12522,101
2574,234
23672,8
19748,102
24493,236
638,105
9640,106
18604,36
5235,150
12616,113
20772,95
1244,89
17136,17
23648,224
8162,275
370,226
21318,70
26264,121
3336,19
14862,161
111,201
3949,73
21806,202
26040,8
1148,259
8810,85
24539,30
8667,92
6597,296
17549,44
2871,273
5000,11
8176,264
4578,11
19390,182
20439,169
11448,226
22659,275
18901,75
17961,69
10100,110
2490,175
3601,101
24510,239
14871,81
6222,89
5384,96
23684,182
24797,109
10217,95
597,71
1261,96
16579,165
2311,237
8254,104
12258,64
3994,94
14727,95
12443,104
9886,18
20114,286
15001,74
17500,17
20721,166
20670,105
15895,125
4967,56
8014,7
16679,36
19378,189
3737,97
2229,6
2471,201
6992,255
12543,105
20953,164
989,97
23550,17
22563,105
20006,77
22971,284
2788,105
11015,79
25928,95
8973,27
21567,273
1781,191
15683,79
17414,284
7057,96
10472,105
23857,182
19382,136
20667,286
3176,144
13864,165
22276,93
26346,287
13057,227
9324,142
12916,56
22992,41
4532,8
9812,250
22312,280
22712,71
3110,65
4053,127
21834,215
3972,11
6140,4
14993,92
4807,205
22313,259
4929,71
5671,93
17600,168
15045,273
4806,286
8913,98
23632,220
4100,287
14114,91
8320,284
16718,197
15685,210
14509,101
14917,120
21456,221
9615,143
21605,189
6761,231
13728,224
6641,161
10607,295
5611,56
2096,274
14996,222
15570,71
7154,240
5398,105
26671,252
8659,259
15134,36
15452,39
17006,84
17209,182
24576,104
8384,58
22382,27
3803,234
6542,154
9301,106
18338,194
5934,105
19937,1
5364,84
12184,261
8459,278
21717,105
26004,39
19316,105
8982,166
17622,127
3509,269
25946,242
24473,56
2365,159
17398,78
17446,56
25415,298
13707,226
13679,294
9575,144
25942,72
8807,234
2654,57
15151,69
4232,79
8800,28
3251,9
4384,154
1324,286
21961,196
2552,54
14666,160
18364,95
7916,274
24410,72
10974,106
25760,284
22213,240
17558,236
9003,93
16465,245
9240,64
12197,106
10169,197
10285,50
24385,41
14797,95
6066,193
7856,105
20262,1
2498,254
4832,205
7240,286
17565,260
9842,64
26671,1
372,93
4296,105
7405,222
2872,124
11569,258
21545,267
7524,259
22324,27
15384,168
15882,235
10200,71
10045,97
7869,258
12160,56
5001,95
5024,168
26012,147
25908,44
11117,2
20865,25
23197,8
6726,129
14334,98
10087,89
3858,71
20975,211
12496,56
3318,95
5244,121
13598,199
354,284
13925,272
2785,36
2658,298
18783,54
24673,169
20120,11
23608,94
22237,93
3711,242
12852,195
12051,250
8363,137
9013,127
11011,105
13601,60
25592,159
17662,44
24877,1
10623,274
13455,62
15769,199
25038,44
12966,89
14452,137
23731,54
19703,205
12045,202
8903,198
12481,274
11394,79
25355,56
12898,69
12381,234
12242,282
13248,171
5943,271
7129,127
16672,255
6071,24
7709,59
20967,201
24076,85
6185,64
10173,95
1572,57
3148,11
25956,71
186,270
19918,45
5818,11
5359,105
8924,95
1656,104
6160,191
5,236
12857,275
1907,89
10956,164
7469,267
11368,203
1694,40
8510,266
3378,215
3327,8
5751,255
19998,8
13355,56
22868,90
9629,105
373,56
21224,12
10427,120
2546,56
21466,201
912,239
12604,13
3433,57
2347,70
20603,54
12486,105
15185,134
2100,278
14245,211
15408,154
13666,98
26019,154
10294,234
20417,129
438,153
21688,104
18082,73
23773,87
8602,172
3666,266
21987,101
26412,129
25895,234
9793,7
3465,178
21322,95
12527,152
6607,98
20350,189
14520,270
17517,168
25140,104
9142,255
2071,57
5339,64
13603,56
17074,79
22266,64
15649,302
22869,254
13056,68
13427,205
17839,164
21071,15
24664,127
9744,152
21377,95
11947,231
25230,298
5722,84
10522,252
18061,69
17994,56
6728,27
20183,56
16532,155
5855,161
10452,236
22321,106
20850,69
4928,56
6875,205
10123,282
24196,157
13657,189
16593,253
22877,105
16450,286
10212,89
15087,297
20858,298
1316,285
7316,56
15709,286
3936,236
1424,182
18525,56
12135,28
847,90
22550,258
10530,105
3391,229
3006,93
24309,104
1644,95
3384,269
16540,64
24062,56
4666,122
25246,148
21379,234
17512,231
21194,215
10752,8
12602,114
10082,80
12080,70
22508,180
24775,245
26119,110
10632,150
2046,8
4921,25
22452,275
5557,236
25325,56
4256,231
9730,278
18179,294
7033,143
18052,56
7441,144
8819,235
23296,284
3217,104
11815,149
797,8
6260,56
15098,61
22973,180
25234,155
7242,76
19964,193
868,227
4674,231
25494,280
24763,270
4531,250
14252,236
10442,88
9449,19
18773,56
20775,85
16618,267
10009,145
3782,124
3088,8
16717,69
2343,278
22199,173
9130,105
19777,110
16225,177
7924,75
22578,219
13378,69
13724,121
8575,205
4809,242
14212,85
17162,278
10711,89
5763,64
9999,95
15077,89
25250,13
16857,175
15978,95
2831,118
8479,297
72,1
1040,96
7566,41
19596,8
22149,159
11483,101
12706,56
21293,278
24722,118
1396,217
20388,274
15464,149
23809,284
9625,143
9447,104
24350,124
431,274
26249,56
22835,235
21526,25
541,231
5104,165
10418,227
15573,224
24579,95
6407,215
22963,252
13830,189
22640,95
15127,278
7271,205
5792,178
15558,30
15120,64
25256,8
20930,226
19195,255
26547,74
12127,191
14076,210
21515,71
17946,110
11292,286
7247,277
9663,101
25299,27
17404,148
23252,28
1071,239
1901,204
16022,90
6580,253
5089,253
24556,74
6955,296
13320,193
837,71
18609,13
2047,85
525,298
21148,95
11603,284
25368,92
17717,254
10867,25
12498,105
5663,189
14040,29
6801,125
7020,7
16900,79
1490,36
10035,101
21322,56
14677,50
17084,275
25055,93
10932,104
18998,28
13651,267
15379,104
24849,101
22238,79
4988,254
18788,8
25561,154
15037,101
15431,85
1570,11
13147,198
12164,250
13963,90
22826,270
16452,153
6068,101
24486,283
22354,237
1613,56
21397,224
19337,234
4972,95
18411,180
9985,71
15079,93
23560,77
19892,227
15314,110
9899,278
11671,105
20651,160
24106,56
15477,235
26381,19
10127,270
25915,129
10944,271
7630,274
24838,224
2594,90
11114,98
4400,98
16248,36
10026,64
25422,252
15143,149
18704,259
12208,258
18957,296
12930,79
9670,250
15684,286
16597,237
6742,286
17987,236
5505,90
8217,274
26085,102
21323,284
23321,294
17113,71
6963,76
12119,282
5539,295
3647,70
6831,205
12403,105
24436,95
20838,234
9664,205
19841,8
6261,234
26659,92
10866,105
13062,269
19301,8
7229,91
24260,28
4371,253
3976,97
16477,11
2454,19
15714,269
9801,254
19510,71
25633,169
21551,272
4056,190
1253,106
16594,120
13095,173
824,110
21041,120
1997,236
17315,57
6909,210
24424,74
3810,215
23234,278
24382,71
20860,56
6629,236
22996,180
14708,197
16693,56
2605,235
10521,93
26310,231
13943,298
17917,41
4715,1
12665,36
17319,58
17533,234
24495,224
8300,113
23554,236
20673,7
23669,39
23517,218
16781,280
21802,245
16416,95
6215,201
23223,153
20810,74
18290,88
21091,215
12921,166
21649,255
11705,149
22528,250
9204,227
14948,132
23856,8
10994,71
20795,208
26269,269
6601,56
22585,104
9950,219
25918,84
20492,231
16861,95
15203,191
6298,235
2782,240
242,193
7137,184
15449,36
20851,71
4811,180
19418,234
5311,227
6606,84
2359,103
7251,102
6866,56
16951,41
8410,95
16169,110
21582,39
3607,98
22773,105
10099,25
15290,204
14288,71
21510,211
7904,25
19475,226
25939,63
3011,25
15148,64
7222,259
3395,76
7591,250
8812,56
14953,202
8427,90
9757,152
14734,259
18418,54
7719,79
8178,175
