ques,skill
2341,151
3346,108
4647,90
9508,79
2112,16
2511,136
7592,2
5183,90
4731,11
11585,151
11534,88
5897,29
7821,145
9312,132
1521,90
3800,11
9321,90
2352,75
10452,151
1043,29
10227,90
8956,90
3467,170
994,28
10859,69
7914,16
11205,81
7863,73
553,11
7886,154
3856,154
2078,82
7600,167
8017,170
5237,99
2158,79
3804,6
6974,122
10493,18
10530,28
2545,11
3338,6
9182,72
595,79
2593,69
2812,79
4339,10
2295,16
3471,151
2237,151
186,11
2184,29
8040,145
1500,120
10853,69
11146,167
5880,69
1315,53
6460,40
10710,110
3158,75
9447,136
542,134
5619,136
6540,39
5268,11
9423,80
493,149
11624,90
3574,69
1675,64
4845,82
8198,152
9132,30
2188,16
483,16
3264,6
473,187
5637,150
5508,94
991,110
9165,132
6491,108
2514,132
10508,69
11557,78
7422,69
6942,116
4621,5
11570,90
10825,145
6153,133
8136,6
1123,69
339,90
2015,90
3231,151
477,184
2191,154
4283,160
3415,75
8489,136
10270,151
6209,136
9480,6
8954,79
8474,30
9456,20
1245,110
10714,39
567,6
860,12
11380,168
9405,69
10303,11
1457,38
6484,75
2952,62
2645,159
3309,136
9114,81
9736,132
10045,134
10581,151
4280,69
9062,101
1116,178
659,160
744,88
2758,82
3166,111
9312,110
4541,117
4019,69
11206,182
4227,154
10063,154
10613,90
10560,90
1831,71
11581,11
5485,136
10617,136
597,71
7658,136
3245,151
7706,90
7284,66
4008,159
6010,136
269,125
10775,154
7800,32
2149,29
8452,75
9026,112
3463,6
8051,145
8790,136
7407,90
10592,151
1455,151
10564,69
1478,28
10868,11
10221,84
6152,69
10388,90
3519,29
9054,79
5800,2
82,78
3385,25
10971,179
7936,134
2322,29
4838,152
3253,18
3186,23
9489,69
5582,90
2013,77
8497,12
4784,179
712,150
2260,6
5643,56
6938,135
488,69
6483,143
9242,75
10841,136
194,26
4717,79
62,29
4740,154
7568,79
8886,29
11045,16
7703,136
9962,111
4587,84
8809,145
3387,136
658,30
4854,10
2591,136
1679,151
5066,10
7398,11
7806,148
7151,105
8808,102
10755,165
1496,154
2652,136
6010,31
7676,143
9296,90
9259,110
2028,136
6917,131
9153,95
6965,151
9210,11
11323,132
358,173
9936,25
9641,179
6646,47
9988,126
1913,11
1198,101
8399,99
10397,105
8242,154
1562,136
4021,113
561,177
4780,148
3262,79
6801,71
1513,151
3077,90
6208,69
9954,25
10919,10
124,29
1092,108
5604,31
6502,69
6857,90
8454,75
6331,111
6739,90
5746,179
11244,69
10870,11
9317,156
283,90
5205,64
179,29
4520,134
1412,62
9904,39
1345,117
11362,53
4027,66
9875,132
4606,168
9245,132
9591,6
10844,69
912,69
439,136
6347,29
11261,44
11295,95
3580,69
4173,174
6323,69
816,143
10937,168
968,90
1046,53
5609,71
7641,154
1871,11
63,160
229,136
261,141
5898,143
731,75
6217,6
7319,7
10838,53
10152,151
5210,150
1987,181
3588,108
7399,170
3422,30
6668,10
2103,166
6815,90
9051,6
1859,28
169,145
6363,139
833,170
7730,31
4962,177
7587,2
8268,10
9354,29
4502,54
4910,179
829,96
8756,134
5004,99
2665,90
630,116
192,154
1568,38
5750,29
11242,90
1132,29
9396,69
2671,69
710,79
8589,11
11080,0
1535,49
6816,145
6304,101
5392,154
3106,79
3115,167
5562,137
9081,71
4757,105
5354,87
21,109
8541,69
2602,16
883,69
10596,151
10230,131
1823,136
2705,170
5936,99
5885,64
2142,11
3110,90
7673,182
11284,132
4053,90
9816,145
11724,82
4731,69
6715,156
10543,44
5992,56
2620,16
5173,151
1641,22
8782,71
2477,81
4403,79
9416,29
550,154
3327,8
2315,11
5954,31
11268,69
863,118
7004,148
3142,151
2476,30
2591,151
10132,145
3481,151
1008,11
212,11
3349,136
5056,176
9511,69
5517,29
7003,69
2253,46
889,90
5322,105
395,136
3571,167
8850,69
2018,126
5573,56
2242,82
10492,151
11156,96
7148,145
7941,154
3053,11
4633,151
9215,40
9837,165
5165,145
6402,167
6554,26
7603,29
2022,117
1210,109
5747,127
8344,168
7964,145
11455,145
2587,7
1585,184
1280,177
4703,28
7824,145
3095,69
696,39
2069,155
2643,122
682,6
2168,90
7577,39
6832,90
1774,16
9505,71
3444,110
5075,168
9387,39
383,6
10555,90
8566,154
8439,136
7515,10
10612,136
4809,69
8291,145
1166,136
908,136
8978,99
8286,148
11333,145
3362,11
4278,179
2555,71
5274,40
965,90
3334,109
5887,84
4144,179
6009,62
9348,79
9567,69
9975,72
11565,79
3197,182
2976,144
2134,136
793,11
3314,69
9580,103
11578,29
5468,187
3182,52
4405,71
513,53
1945,176
5055,29
10454,69
4817,152
5748,145
3271,151
1220,43
2796,53
3052,79
5704,87
3137,151
3100,29
1395,7
4233,136
8905,148
39,103
5480,6
6800,24
4218,168
10311,136
11609,31
7142,148
6501,20
9901,82
1872,69
10085,134
2258,155
11149,166
4887,79
2059,167
5218,44
2840,31
9359,30
5720,69
5925,154
1957,8
2599,148
10154,69
11280,158
6290,101
6313,156
7325,11
9291,90
6555,75
6361,136
3638,10
2023,136
10401,152
7352,6
2194,168
7974,154
6413,75
1932,47
9347,11
3390,61
6673,95
9840,46
11559,136
6479,111
4746,136
589,151
5537,131
7394,82
10077,160
9194,79
11563,90
4053,69
369,30
9592,69
10543,11
507,136
7976,134
10462,89
5888,136
3540,78
6991,151
3122,90
9169,182
3193,23
3246,11
7389,145
6748,31
11770,145
3658,90
468,90
11647,90
10568,136
10193,154
6737,69
3258,174
3405,158
11475,11
6803,31
2494,111
680,158
8545,167
2161,101
10704,132
3542,187
6788,111
813,111
280,42
1596,49
8797,179
3836,10
11392,145
2284,11
3275,139
2535,154
3568,159
5533,170
6318,71
5814,69
2165,90
2866,79
3133,11
6317,6
10267,136
9355,143
3416,176
1570,11
4602,131
9691,132
8282,170
3284,111
1731,36
10978,62
11031,40
7611,167
776,51
4810,17
6642,69
1123,18
330,123
10896,19
10882,90
657,18
9481,2
3865,90
7012,109
3106,142
1260,79
7581,71
7514,154
9302,132
153,109
4245,134
4690,127
6360,153
6075,11
11592,39
3381,75
10529,11
9257,39
4560,134
1643,69
10200,145
10434,136
10068,136
983,69
6131,46
4593,44
4579,17
57,167
3768,131
389,160
744,39
9008,79
11633,90
9213,26
308,16
6156,168
9450,103
3133,128
11279,132
2231,69
5589,90
1637,69
5944,71
1879,136
2828,153
8057,134
2069,11
6966,10
705,95
947,6
1318,11
7127,125
6329,32
377,111
3795,87
3359,6
6992,78
4064,35
3704,10
3116,136
235,167
2,92
7487,48
6846,136
2816,172
4758,142
7676,111
3888,64
3851,84
10298,11
9547,11
9021,160
3546,127
462,108
4794,69
9708,30
2683,160
8460,39
10714,29
256,108
3215,40
560,154
2017,148
3390,6
6574,11
4523,135
3295,143
10424,136
6160,105
976,136
6199,136
6365,160
9802,82
9855,90
11657,69
599,159
2966,90
10817,145
8805,148
3588,25
3037,79
9312,40
7668,69
6990,105
7398,90
6245,30
11618,71
9961,143
4844,90
226,30
5056,74
10122,96
8614,79
3420,69
10879,11
4631,69
1703,160
1763,141
5551,148
7800,90
8998,48
8495,30
10155,150
8108,145
10624,92
9200,75
6052,28
6489,81
7268,69
3291,111
9965,132
11774,105
267,29
6447,72
11015,145
9743,165
5046,0
45,160
11672,136
4197,38
7689,136
907,90
2764,139
1248,132
5734,167
2574,47
9769,101
9333,46
7263,134
4647,123
5221,82
2806,71
2165,69
11734,6
11757,159
312,28
4623,99
5875,154
9318,156
6169,90
11733,71
4807,151
1835,136
2913,109
2899,46
2258,90
1973,10
3240,18
11524,132
7682,75
10290,136
9876,132
9327,90
2676,90
10465,150
7340,90
3273,136
11495,145
1217,29
1625,136
7026,11
3120,132
8385,179
11190,168
287,148
3244,29
10611,11
6617,119
9111,132
11019,16
2370,6
9685,111
10634,126
3405,110
9832,148
10449,53
7785,145
3054,151
452,11
8215,145
3604,18
3498,69
414,90
1463,69
7537,170
2716,10
6308,132
10733,40
5248,136
6379,25
3181,75
6902,151
2374,29
7052,154
8101,145
1992,29
6093,2
479,167
5348,79
7346,69
10865,11
3288,77
7122,116
7721,160
6069,90
6250,75
1859,109
11316,53
706,11
11224,69
1063,69
5589,69
8124,154
6434,5
6842,134
10333,168
8282,90
8066,31
2936,69
5286,126
9188,26
1039,29
502,136
4924,155
6139,136
10179,152
6329,11
10112,79
6352,164
1797,82
5336,122
10242,11
1783,105
10047,145
6234,136
4146,134
6861,29
5564,90
6743,25
11000,168
8951,11
3068,151
3734,154
3335,69
6837,69
2627,112
3201,161
6100,90
36,136
3429,11
7376,136
3362,84
2028,69
11494,81
1098,145
3020,71
2660,46
10049,145
11240,179
5582,46
897,31
8764,82
34,10
4357,142
1710,90
2142,90
6631,90
6949,177
6716,156
8924,142
7873,62
1628,69
9009,136
2374,136
2738,167
9578,46
2491,29
8904,128
9199,75
7521,102
2225,90
7915,82
10731,51
5442,154
236,162
2116,132
5347,11
8571,167
11528,136
2164,136
10217,56
4113,145
10635,151
7307,90
4246,6
624,25
3761,154
8941,179
9529,79
7424,77
1013,42
8903,136
549,136
9106,170
7748,69
10308,18
7990,142
7561,6
9875,75
6779,87
1491,113
3030,69
6555,30
1691,136
8521,69
1121,109
10553,152
11648,69
6849,167
6027,24
5245,69
6346,107
3464,20
8577,102
4276,69
9522,136
9190,26
7565,11
7290,124
9692,111
3412,136
9574,79
7859,72
11150,11
6796,46
6448,132
3773,2
3132,142
223,11
1627,1
1161,29
5954,69
11561,19
2912,119
6852,11
3269,69
2183,90
5167,129
8301,103
9198,143
10555,11
4293,124
2888,79
3296,92
9806,145
1858,136
7501,132
1588,33
781,39
7383,160
1763,29
22,181
1682,109
942,10
582,29
8846,69
5783,46
7359,24
335,167
8850,139
7278,168
10691,23
3817,42
9301,11
6512,46
281,136
3699,10
3111,136
10351,150
6855,79
893,29
6902,136
5296,153
6517,166
4233,89
10942,152
5895,154
5828,79
2212,164
11728,29
9370,72
6093,29
8563,22
426,90
6938,109
6479,143
2933,79
2225,128
1239,29
4688,151
3119,39
6069,69
8053,102
42,29
1347,164
10419,136
3331,111
11083,145
971,136
7425,160
2975,29
11082,42
1929,60
4308,157
7786,148
407,90
6044,90
4573,79
10920,16
349,167
7368,148
2125,124
74,78
11348,39
10375,145
11664,46
9255,46
5669,69
6362,128
1037,154
3187,111
8992,134
841,177
7353,2
9349,182
10644,69
5274,110
1064,151
4349,44
7338,136
9627,90
3951,87
8474,26
8882,175
452,155
6157,134
6242,46
6703,143
10690,75
580,46
926,54
9328,161
9494,136
2435,29
1894,187
5359,5
11630,150
593,62
1695,79
3271,89
9892,154
11060,39
1921,6
7384,2
11634,124
2051,90
9940,142
7137,118
1722,90
3925,29
7835,10
6145,179
4241,93
9526,69
4342,71
9355,111
11567,84
293,17
9910,110
3222,18
10792,168
3478,136
11638,75
1858,46
1844,109
7881,148
3994,90
6804,29
1952,6
748,87
4250,153
808,132
9279,75
5631,29
6766,90
6699,111
7335,90
2309,11
4899,10
8471,72
5830,87
4486,118
10985,102
8897,148
3917,7
7419,11
8659,54
9708,75
10387,151
5725,69
1838,29
5430,99
812,143
2759,186
9841,167
6858,152
10326,11
546,174
6597,69
3754,134
1689,77
218,126
1230,111
167,11
3684,170
6506,16
275,90
9625,69
1988,78
2192,0
3649,134
8458,110
5381,10
11585,142
3284,30
3240,92
1613,73
9948,10
3094,154
10227,69
8396,11
11533,136
1294,183
8585,172
1727,167
383,178
6561,26
611,151
8071,134
4240,29
6105,148
6114,90
9303,132
10464,19
11566,18
6898,150
6220,110
2266,29
5624,176
3912,72
1259,111
837,29
1540,158
489,167
1282,186
11251,18
11488,39
5212,109
3182,72
6132,46
1117,103
5002,7
5629,116
9300,161
10431,154
6474,82
3209,69
5268,124
10182,109
7418,71
8658,136
9066,29
6355,11
1581,11
4802,154
3143,90
617,136
2283,28
4465,148
4033,82
868,31
2151,29
4497,145
3811,69
19,125
9265,75
11528,71
8852,69
7321,154
6514,156
654,67
4730,44
933,136
1892,11
165,30
9681,69
10860,128
7046,92
10602,144
1868,99
752,75
2766,113
5137,70
9350,136
994,136
7633,11
11523,136
10241,136
643,29
7448,160
9889,75
4654,126
5445,145
8556,90
6253,69
9162,182
8127,6
2077,167
8917,160
2063,116
305,160
2674,37
4690,69
8218,145
3566,20
1026,155
6112,79
394,121
2214,162
557,148
5315,134
7239,10
3232,61
11752,5
10162,10
9447,20
10979,148
3061,136
4256,6
1941,167
6116,82
6260,31
29,159
9199,29
2866,136
6548,132
10756,10
1670,73
10190,145
3502,5
5080,145
5043,7
2079,90
4858,10
1697,94
763,154
1807,6
9303,110
2841,137
3657,135
5855,11
84,53
529,96
1375,145
10544,148
600,11
10882,151
11599,6
9956,25
6793,90
7738,148
163,109
7528,136
6262,136
921,10
6384,6
2190,69
6660,44
11645,136
8658,46
9029,77
7699,110
10478,155
417,69
276,136
3090,136
4864,131
10434,69
2516,81
640,123
1894,11
1746,18
6773,25
7252,105
1019,69
5888,151
4744,53
3535,170
11605,31
1698,162
10218,154
9178,111
9127,26
9643,56
3711,99
9283,81
10744,10
2210,29
505,11
4890,148
1844,29
781,29
8475,110
10807,145
2361,121
515,30
2732,152
1587,162
9302,40
6039,90
9558,134
10915,16
918,56
187,46
10502,136
1515,28
6616,151
6694,182
6309,156
945,79
163,150
2184,75
6707,182
8906,90
3532,123
2891,69
1889,90
1504,56
2065,90
4556,92
256,161
8379,148
9693,75
5761,168
9356,29
10524,90
1537,128
167,155
1290,16
3507,90
123,167
9473,136
9346,182
4637,152
6250,26
6891,142
3331,25
565,181
10208,90
11454,46
5176,69
9041,31
11719,62
3563,177
2576,69
4440,168
10381,131
7726,79
61,56
407,44
6852,160
9127,143
8486,29
7576,156
10622,11
7407,167
7981,148
11590,90
11428,16
5014,136
6495,39
2488,16
8650,79
5412,154
3419,75
743,81
6243,39
10583,123
3898,151
5259,150
6464,167
10677,99
3215,132
11578,25
4804,136
4546,136
3950,82
6645,10
9404,64
10632,154
4566,62
2702,11
508,74
1965,90
9461,2
4418,97
9113,90
9703,69
143,144
4920,82
9271,182
1300,126
5570,148
4712,148
7775,145
6887,105
6193,69
6539,81
6857,46
8148,116
11102,145
9014,167
4342,29
4646,69
2690,6
3877,179
10143,145
984,113
7496,32
6993,90
6921,150
2072,141
5379,145
2987,37
6052,136
4396,42
10644,18
737,75
1772,117
8093,145
3267,11
10392,90
11146,79
6437,111
11450,145
3732,54
1001,136
1704,11
6717,25
3441,110
3745,22
6774,69
1615,29
688,172
6587,26
4536,136
9028,167
939,125
8958,179
10594,90
5766,18
3351,29
7132,84
901,90
11700,179
449,11
2970,155
612,136
995,0
2596,113
10883,136
7797,16
9023,32
374,126
5215,90
5916,111
1706,148
1669,32
9407,31
4387,153
4525,123
377,149
2465,29
11727,79
9035,77
1179,90
1075,29
8495,63
5573,79
1478,69
8921,151
7704,29
1715,90
10492,136
6498,160
813,107
3219,136
9651,82
9381,69
3371,69
695,75
974,6
3290,63
6750,172
7709,167
9304,29
3384,39
10525,136
7158,145
3370,6
7333,147
973,71
3508,136
9799,145
191,30
10152,90
11331,25
1078,69
1025,79
3295,81
11174,25
5486,105
5419,80
6294,163
9768,25
10385,168
8606,64
750,101
5301,92
9322,69
10566,11
71,120
3284,107
10418,18
3330,111
6373,29
3535,90
3401,2
5209,64
2220,16
1227,167
6409,160
3481,11
2699,66
10271,145
11509,69
1307,124
1934,11
3254,131
10540,69
211,54
4151,90
5901,84
49,0
11602,90
2660,90
3006,170
2939,133
3732,136
8437,81
5273,136
1960,79
11343,145
489,90
5630,142
371,90
8545,48
9006,167
9209,25
9647,53
9195,26
4686,145
6389,143
5350,136
2753,123
8072,170
8507,109
7523,136
4651,155
9512,6
4233,151
7575,79
4846,53
3976,101
440,29
7042,18
3473,29
1371,70
8957,160
11273,29
935,145
4626,136
264,90
4727,16
351,111
5893,126
2097,101
853,90
10136,134
6567,81
601,98
8865,10
9990,176
1915,65
11570,28
2162,182
4701,42
11613,11
9011,175
8766,135
9889,30
562,0
945,136
4885,148
3058,79
3092,92
2603,121
4490,31
817,39
3034,151
5121,168
9908,179
2351,132
2925,31
9442,29
6754,136
4975,96
1021,33
9974,39
10538,90
10096,145
7053,99
4414,99
9427,145
3493,148
10424,140
6891,79
11178,29
275,11
2448,105
6796,90
7437,78
10956,154
8824,152
10287,136
10580,134
10912,16
251,9
237,54
6749,71
8558,96
7597,42
6548,81
2889,44
2852,160
7878,69
3668,154
9217,31
7479,10
6129,29
3525,71
3075,136
1460,10
6704,182
6245,26
9583,71
6178,69
1623,167
2519,95
3552,90
7667,56
9552,71
7571,156
9922,179
5061,134
4795,151
9543,46
5226,145
3173,75
9757,148
5083,144
1131,23
10549,11
4642,145
1714,10
6769,143
9171,156
2483,16
8159,145
812,81
2095,167
1676,33
1291,5
8402,69
6422,111
8773,82
1348,65
2283,109
1689,11
3959,5
114,69
4718,56
7712,167
10311,69
365,84
4238,11
5220,105
4731,44
9336,79
1367,186
10861,136
1171,151
10566,44
11096,39
1590,150
924,29
527,160
368,53
6663,29
9192,101
47,79
8804,82
6642,90
3458,151
738,69
10631,151
1425,147
235,69
8409,31
11442,27
11091,168
10422,90
453,184
6333,143
10026,105
3656,56
9281,182
6471,1
1900,167
2104,25
3870,31
2265,10
2355,136
4163,74
5558,79
10330,126
10549,144
10279,11
9277,132
8440,29
2213,12
6379,29
1552,187
3423,30
7347,10
3289,30
3275,31
7789,154
11435,118
10642,135
3450,11
5710,142
1048,8
9872,104
11538,132
801,136
6596,95
3472,135
7345,136
1266,79
5826,44
8245,82
9981,167
502,140
9914,96
11068,40
112,86
6663,150
1133,31
8042,29
9178,143
11215,88
5285,11
1038,82
11376,168
5089,50
5416,69
8617,6
10175,142
9534,2
2906,165
1136,122
352,97
5645,78
10188,154
5260,44
6391,157
3998,61
6143,145
7410,103
10724,153
4690,11
11309,96
10201,82
1524,6
7114,154
8916,145
4207,177
1025,136
8611,154
1894,90
3855,16
9323,71
2725,69
10885,44
3986,48
8663,71
3061,78
1803,71
1162,69
9299,31
9555,137
10000,10
11553,131
3217,23
9635,142
3539,77
3142,90
8062,154
9364,182
1764,69
9991,123
9606,31
10014,168
1916,136
5148,91
3026,170
2666,69
7586,11
11513,172
7454,18
6287,23
6039,11
11452,136
5550,44
10834,179
4397,136
5070,145
6708,182
719,117
9852,156
2152,159
9476,2
5097,102
1553,18
4808,126
10093,136
10772,82
3594,29
3465,71
3361,150
9304,39
7324,29
9161,10
3727,136
11479,90
295,145
6740,187
9859,142
6121,90
8976,145
7722,11
9190,30
3636,69
10195,151
7447,39
8839,151
11653,11
6303,101
3986,167
9507,6
2074,79
9322,11
2060,46
6586,26
6468,90
9891,125
527,79
2781,69
11349,111
8514,10
8604,136
2504,158
8463,71
155,29
7398,46
9016,167
6662,131
8004,154
3127,69
140,173
8722,152
1023,16
2968,90
9434,167
3334,176
5260,150
1564,69
10288,127
10878,84
6840,2
9537,71
10587,90
5040,31
8522,167
9186,158
9746,132
8531,79
7547,10
8982,69
8479,53
4803,46
4570,151
205,136
10709,39
10695,20
2378,136
2682,90
3090,69
7616,77
7346,90
3459,136
9160,72
4451,102
9146,39
1661,79
2481,18
7165,154
3303,151
10617,11
5736,87
10266,136
2989,92
6899,99
1076,136
4924,140
5650,170
9222,132
6700,39
9164,75
1294,29
4397,46
3068,136
9306,95
4353,136
3923,182
1270,31
6348,111
1957,69
1943,150
5611,150
11679,123
11227,168
1246,167
220,69
4490,69
11056,16
11109,132
817,29
5511,152
5624,90
1785,160
3206,132
11440,69
9181,110
6470,90
9323,90
11245,136
9920,40
4148,76
6720,111
9062,29
10585,69
1803,90
3835,151
6749,29
9038,69
1219,32
4926,177
4019,77
2007,56
3583,10
6739,136
9715,16
8534,6
597,79
4583,69
9610,142
3572,78
9012,11
70,99
3278,11
676,135
5854,35
6542,23
11555,69
2869,79
9861,11
419,148
6343,25
3860,71
8655,136
11702,135
4248,11
9637,124
2527,92
10468,135
870,6
2520,166
1453,125
2013,69
8868,29
2625,182
1533,160
5814,136
6673,25
5980,160
10487,56
10842,89
589,89
11070,105
11600,20
3389,46
10975,148
11201,127
8753,134
11150,48
5757,148
270,167
6374,31
11424,145
10884,11
6913,150
9061,81
9047,2
9121,132
3037,150
5627,145
806,23
3122,28
8302,79
2686,167
9630,7
7583,6
1670,167
9482,6
8956,79
10299,136
6561,30
4526,136
5916,81
9183,6
7505,105
3615,108
9618,10
8555,170
9129,111
187,79
5596,170
8741,90
11170,48
3816,134
1728,136
5269,79
4884,35
11540,88
6460,29
9823,179
3903,101
7495,39
10139,16
1183,25
4570,176
7257,86
9214,6
5538,147
242,25
2392,154
161,5
11728,54
2071,90
11264,136
11610,6
10895,90
11211,81
6654,136
2007,130
3004,135
8202,11
9544,2
1238,167
9294,29
9317,132
5616,170
2177,111
7422,86
11031,110
4716,11
3491,90
6030,10
9226,39
10892,135
6861,79
11148,25
2139,42
3045,2
8257,117
6570,75
11751,82
6770,26
2138,145
4373,17
1122,123
7761,164
11626,136
1809,105
2541,69
10369,145
4016,134
3709,7
9244,75
314,90
978,69
6337,136
1828,0
3148,136
10492,69
5572,69
954,29
6184,148
2179,154
3926,69
1324,69
9498,31
4826,69
5197,82
3437,136
6050,90
9262,95
7612,11
892,54
10439,18
11368,72
6364,90
10268,154
744,101
4578,124
2624,79
204,167
9169,30
5172,69
1128,26
6900,90
9749,154
5015,177
2268,29
2639,62
5907,123
4422,87
2814,48
8794,167
5441,29
11689,69
7351,82
3752,2
7692,46
7270,6
4260,5
1288,8
10683,81
5147,92
4317,69
9752,63
10588,82
6513,94
2485,95
3534,90
10178,152
4330,99
558,136
7748,11
5084,152
5787,29
8064,90
3079,90
9200,30
8179,145
2309,18
4781,105
10607,69
4767,42
2057,90
4663,69
6977,154
10881,90
3560,126
10701,145
847,136
116,134
9081,79
6333,111
286,11
3215,110
9684,132
5049,28
5127,105
4689,5
2288,69
6047,168
4765,168
1106,79
8911,53
6493,11
6479,72
2216,113
10376,90
7712,86
1557,181
637,168
5608,11
1068,38
1642,79
11572,135
6189,69
2583,148
5941,105
3577,123
11059,10
193,126
8943,56
4601,82
2686,136
4928,165
10664,145
7193,99
3525,29
5769,154
8352,154
2432,148
1446,43
10361,154
5215,187
7559,69
6480,111
3515,136
5056,136
11442,170
4682,94
410,58
7653,11
4576,109
10902,16
10261,136
9144,132
5228,69
1071,136
4815,79
851,11
528,38
3803,153
1715,187
6565,110
9172,39
10365,151
11474,31
3556,31
7415,69
2336,154
9736,75
9941,30
243,25
840,69
11422,33
11678,79
5245,44
3441,132
1671,160
2749,93
6673,169
10856,150
3143,109
4366,152
9575,103
7694,6
6026,24
6516,39
10888,145
10272,150
6725,102
11586,75
3027,69
3199,136
7379,6
7750,11
3478,79
8923,19
11329,132
9368,132
2989,18
5489,151
9506,46
6984,109
165,101
6714,90
11257,18
7749,82
5271,153
11415,16
9710,16
5778,79
7354,29
1095,69
9216,133
258,90
2461,29
1645,136
11508,145
5820,11
7025,28
11602,61
3006,69
4055,90
5303,44
8859,2
5967,69
6775,25
5425,102
8997,176
7409,71
4405,79
7385,31
5956,31
11065,168
6446,72
11496,132
4699,148
1183,169
10081,145
8914,82
6934,92
3646,56
11207,151
1438,136
6606,44
7309,145
3288,11
2481,69
7493,69
7440,95
5465,152
4032,9
8762,179
11159,39
99,140
7416,29
10347,69
10280,10
2666,20
7692,11
8201,82
9250,79
2652,71
2523,29
2931,136
8784,69
10165,151
430,6
2257,90
10855,11
9853,132
1075,148
923,131
5181,144
8495,182
895,71
1928,44
791,136
6699,29
2081,69
9292,11
10506,136
7406,103
9695,111
6698,110
4557,117
3546,90
7486,110
10583,136
5421,69
6688,39
1748,105
6939,150
2284,136
3077,131
816,23
8554,116
7722,90
299,48
7000,134
792,79
6587,30
5068,154
11454,136
9403,6
9493,136
2842,136
622,11
4622,176
5081,82
3844,142
820,42
1191,101
3392,69
10851,179
7892,145
10438,105
2875,46
3246,19
3984,136
5926,170
4720,28
10313,145
2358,11
5688,11
611,69
9539,2
11078,168
8462,103
1180,111
11594,90
2779,168
9197,11
2019,56
6523,151
9900,136
11476,90
2532,72
1297,94
6979,136
7691,79
11385,145
9885,30
11062,105
10587,11
9638,150
4657,90
989,132
5692,6
2507,105
4804,46
9780,10
850,93
9224,132
665,16
10468,124
6527,136
766,168
9104,2
3518,11
8069,154
6683,73
5946,90
4512,179
8667,136
7579,160
3076,71
232,88
8459,132
1968,29
3544,79
7009,69
10694,182
2937,42
6199,126
2923,11
5358,154
9691,156
7683,101
5593,11
9469,31
5498,136
6125,29
10408,151
5592,124
9341,182
7013,90
7264,136
7354,6
8580,10
10896,11
3999,90
6719,25
8860,112
4534,90
1631,80
3629,90
9457,20
11381,168
9376,30
4282,18
305,146
662,54
11645,69
2703,123
9195,30
5535,133
11089,75
5558,46
9063,31
7385,2
9775,154
6218,37
1059,109
11178,146
4789,5
10970,16
1072,127
3086,69
4152,37
57,175
11121,134
11478,90
10745,154
9065,11
6120,82
160,31
2875,136
5813,17
8548,102
7294,148
588,70
7958,69
5907,69
7483,39
574,49
10870,84
8784,90
2864,84
11628,151
9856,136
1924,167
9904,132
5285,44
7502,146
9249,81
6462,95
5801,6
1402,82
11357,145
3386,27
5208,134
8920,102
9139,132
3712,165
7945,145
9722,39
8636,154
713,154
3850,31
2902,154
5644,56
7566,90
3176,103
3471,90
1466,154
2341,11
8858,105
2516,39
1200,81
778,11
7968,154
3403,30
2317,99
6083,151
7963,145
3626,58
5642,154
10185,82
11687,136
5091,174
10067,82
2060,90
11576,123
10039,136
3646,136
11269,56
10358,11
7726,146
7929,6
2582,29
199,11
3142,69
9724,132
6296,29
4759,170
6923,136
8490,46
2632,157
4549,122
9064,71
468,79
7093,153
3383,75
5014,79
11476,71
4317,144
10332,69
4596,89
8523,136
4552,31
5564,136
5550,79
6395,37
5469,5
7453,92
4212,152
8626,98
11518,11
3609,142
6408,145
509,90
9010,79
7719,71
11275,29
9263,72
8403,10
6801,136
789,90
7006,67
2261,151
5990,53
4556,18
9442,172
9184,132
4698,150
10895,11
3613,131
1908,133
6435,69
4741,11
1580,167
8539,6
9588,11
8269,145
11491,132
9440,2
11733,79
1508,105
1185,90
1134,167
11396,145
7720,116
8538,69
10485,144
10395,136
6772,111
924,25
5182,56
8738,90
10300,11
458,167
2096,136
3145,131
1721,90
250,69
8244,134
10461,56
3193,143
1730,152
9904,110
3776,154
2176,143
11671,92
1854,105
6676,75
701,75
6376,69
5673,11
5982,31
7198,82
11471,81
1472,116
9632,109
7714,20
11208,95
10938,168
1725,87
1047,79
5317,53
2041,162
8232,145
9864,151
5630,151
371,69
10425,53
5572,20
1221,10
347,109
4257,6
3343,167
2598,90
10410,69
3541,90
1605,37
3488,90
464,94
6976,109
7603,184
10875,136
5178,176
3545,136
9170,30
9488,71
2175,75
3194,161
9075,167
4661,151
7042,11
1793,69
345,143
6368,59
3440,176
9065,46
7032,18
6672,163
6340,49
7935,99
5536,55
3199,103
7672,81
10384,131
696,132
454,148
7644,15
735,45
9151,158
3293,111
3316,176
9017,158
3862,101
2746,69
3306,29
2176,26
5112,145
3852,154
74,109
5520,136
8709,82
6480,143
7619,6
6385,6
652,155
3092,69
9895,136
2963,11
2128,176
6732,123
7790,134
4743,19
3361,29
685,127
3432,150
4733,20
2076,86
779,87
9603,71
4200,37
2811,160
114,167
9219,132
3423,143
6013,150
10039,167
6535,46
10138,148
4507,117
10358,44
8353,134
7440,132
5718,6
6856,90
2609,5
4526,28
2955,17
9502,64
9829,147
10508,151
2267,54
306,10
10027,176
5161,85
1119,77
7424,69
400,90
6695,182
7269,29
10726,174
4448,53
2930,172
10426,90
4524,122
339,140
3291,26
615,0
2161,75
1468,168
10962,154
8816,103
6488,51
718,170
10687,132
6718,169
